Accession;Org_location;Geo_Location;Country;USA;Host;Host family;Tissue_Specimen_Source;Collection_Date;Total Monthly Precipitation;Monthly Maximum Temperature;Monthly Minimum Temperature
MH480667;Brazil;Brazil;Brazil;;Equus caballus;Horse;brain;11-05-2018;0;27.6;16.1
OZ201362;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;18-06-2018;3.98;24.8;13.4
OZ201357;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;19-06-2018;3.98;24.8;13.4
MW751837;Serbia;Serbia: Curug;Serbia;;Falco tinnunculus;Bird;;25-06-2018;6.41;27.2;16.2
OQ721512;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;05-07-2018;2.63;28.8;19.5
OQ721433;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;09-07-2018;2.22;30.8;15.1
OZ201350;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;09-07-2018;5.25;29;17.9
OZ201871;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;09-07-2018;5.25;29;17.9
OZ201349;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;10-07-2018;5.25;29;17.9
OZ201859;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;10-07-2018;5.25;29;17.9
MW420989;Brazil;Brazil: Minas Gerais;Brazil;;Equus caballus;Horse;;11-07-2018;0;27.2;15.8
OZ201342;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;11-07-2018;5.25;29;17.9
OZ201848;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;11-07-2018;5.25;29;17.9
OZ201860;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;11-07-2018;5.25;29;17.9
MW751834;Serbia;Serbia: Temerin;Serbia;;Culex pipiens;Culicidae;;12-07-2018;3.2;27;17.1
MW751842;Serbia;Serbia: Subotica;Serbia;;Culex pipiens;Culicidae;;12-07-2018;3.2;27;17.1
MW751844;Serbia;Serbia: Sombor;Serbia;;Culex pipiens;Culicidae;;12-07-2018;3.2;27;17.1
MW751845;Serbia;Serbia: Opovo;Serbia;;Culex pipiens;Culicidae;;12-07-2018;2.11;27.9;18.6
MW751846;Serbia;Serbia: Subotica;Serbia;;Culex pipiens;Culicidae;;12-07-2018;3.2;27;17.1
OQ721168;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;12-07-2018;2.63;28.8;19.5
OQ721517;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;12-07-2018;2.63;28.8;19.5
OQ721595;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;12-07-2018;2.63;28.8;19.5
OQ721744;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;12-07-2018;2.63;28.8;19.5
OQ721806;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;12-07-2018;2.63;28.8;19.5
OZ201306;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;12-07-2018;5.25;29;17.9
OZ201310;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;12-07-2018;5.25;29;17.9
OZ201312;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;12-07-2018;5.25;29;17.9
OZ201391;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-07-2018;5.25;29;17.9
OZ201403;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-07-2018;5.25;29;17.9
OZ201862;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-07-2018;5.25;29;17.9
OZ201866;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-07-2018;5.25;29;17.9
OQ721603;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;16-07-2018;2.22;30.8;15.1
OZ201308;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;18-07-2018;5.25;29;17.9
OZ201314;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;18-07-2018;5.25;29;17.9
OZ201316;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;18-07-2018;5.25;29;17.9
OZ201320;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-07-2018;5.25;29;17.9
OZ201322;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;18-07-2018;5.25;29;17.9
OZ201324;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-07-2018;5.25;29;17.9
OZ201402;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-07-2018;5.25;29;17.9
OZ201404;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-07-2018;5.25;29;17.9
OZ201648;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;18-07-2018;5.25;29;17.9
OZ201673;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;18-07-2018;5.25;29;17.9
OZ201676;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;18-07-2018;5.25;29;17.9
OQ721320;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;19-07-2018;2.63;28.8;19.5
OQ721381;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;19-07-2018;2.63;28.8;19.5
OQ721675;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;19-07-2018;2.63;28.8;19.5
OZ201417;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;19-07-2018;5.25;29;17.9
OZ201434;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;19-07-2018;5.25;29;17.9
OZ201675;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;19-07-2018;5.25;29;17.9
OZ201679;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;19-07-2018;5.25;29;17.9
OQ721440;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;23-07-2018;2.22;30.8;15.1
OQ721735;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;23-07-2018;2.22;30.8;15.1
OZ201664;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-07-2018;5.25;29;17.9
OZ201667;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-07-2018;5.25;29;17.9
OZ201672;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-07-2018;5.25;29;17.9
OZ201674;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;23-07-2018;5.25;29;17.9
OZ201680;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-07-2018;5.25;29;17.9
OZ201775;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;23-07-2018;5.25;29;17.9
OZ201777;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-07-2018;5.25;29;17.9
OZ201780;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;23-07-2018;5.25;29;17.9
OZ201784;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-07-2018;5.25;29;17.9
OZ201790;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-07-2018;5.25;29;17.9
OZ201798;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-07-2018;5.25;29;17.9
MW751841;Serbia;Serbia: Novi Becej;Serbia;;Culex pipiens;Culicidae;;24-07-2018;3.2;27;17.1
OZ201668;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201670;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201678;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201685;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201687;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201689;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201769;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201770;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;24-07-2018;5.25;29;17.9
OZ201772;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;24-07-2018;5.25;29;17.9
OZ201804;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201806;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201809;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201884;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;24-07-2018;5.25;29;17.9
OZ201516;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;25-07-2018;5.25;29;17.9
OZ201518;USA;USA:Connecticut;USA;CT;Ochlerotatus canadensis;Culicidae;;25-07-2018;5.25;29;17.9
OZ201530;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;25-07-2018;5.25;29;17.9
OZ201882;USA;USA:Connecticut;USA;CT;Ochlerotatus triseriatus;Culicidae;;25-07-2018;5.25;29;17.9
OZ201883;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;25-07-2018;5.25;29;17.9
OZ201886;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;25-07-2018;5.25;29;17.9
MW751843;Serbia;Serbia: Karavukovo;Serbia;;Culex pipiens;Culicidae;;26-07-2018;3.2;27;17.1
OQ721768;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;26-07-2018;2.63;28.8;19.5
OQ721790;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;26-07-2018;2.63;28.8;19.5
OQ721826;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;26-07-2018;2.63;28.8;19.5
OZ201475;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201498;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201500;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;26-07-2018;5.25;29;17.9
OZ201502;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201504;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201510;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201514;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201521;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;26-07-2018;5.25;29;17.9
OZ201523;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201490;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-07-2018;5.25;29;17.9
OZ201508;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-07-2018;5.25;29;17.9
OZ201519;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-07-2018;5.25;29;17.9
OZ201427;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201436;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201453;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201457;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;31-07-2018;5.25;29;17.9
OZ201481;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201482;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;31-07-2018;5.25;29;17.9
OZ201483;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201488;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;31-07-2018;5.25;29;17.9
OZ201492;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201681;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201684;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201686;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201688;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;31-07-2018;5.25;29;17.9
OZ201691;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;31-07-2018;5.25;29;17.9
OZ201692;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;31-07-2018;5.25;29;17.9
MW160842;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens ;Culicidae;;01-08-2018;1.9;30.2;17.9
OZ201469;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201484;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201494;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201495;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201606;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201644;USA;USA:Connecticut;USA;CT;Aedes japonicus;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201650;USA;USA:Connecticut;USA;CT;Aedes japonicus;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201683;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201693;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201810;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201811;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;01-08-2018;5.8;28.6;18.9
OQ721590;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;02-08-2018;4.51;29.3;19.8
OZ201426;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201428;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201431;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201435;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201605;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201665;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201666;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201669;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201677;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201682;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OQ721164;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;06-08-2018;0.28;29.4;13.3
OQ721810;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;06-08-2018;0.28;29.4;13.3
OZ201334;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-08-2018;5.8;28.6;18.9
OZ201419;USA;USA:Connecticut;USA;CT;Coquillettidia perturbans;Culicidae;;06-08-2018;5.8;28.6;18.9
OZ201587;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;06-08-2018;5.8;28.6;18.9
OZ201748;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;06-08-2018;5.8;28.6;18.9
OZ201756;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-08-2018;5.8;28.6;18.9
MW160840;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens ;Culicidae;;08-08-2018;1.9;30.2;17.9
MW160841;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens ;Culicidae;;08-08-2018;1.9;30.2;17.9
OZ201344;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201346;USA;USA:Connecticut;USA;CT;Ochlerotatus taeniorhynchus;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201512;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201526;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201540;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201550;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201578;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201581;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201586;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201752;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201753;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201754;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201755;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201874;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201880;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201881;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2018;5.8;28.6;18.9
OQ721385;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;09-08-2018;4.51;29.3;19.8
OQ721591;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;09-08-2018;4.51;29.3;19.8
OQ721666;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;09-08-2018;4.51;29.3;19.8
OQ721751;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;09-08-2018;4.51;29.3;19.8
OZ201317;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201321;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201400;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201444;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201446;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201533;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201536;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201541;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201544;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201546;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201548;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201557;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;09-08-2018;5.8;28.6;18.9
OQ721150;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;13-08-2018;0.28;29.4;13.3
OZ201319;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;13-08-2018;5.8;28.6;18.9
OZ201374;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-08-2018;5.8;28.6;18.9
OZ201542;USA;USA:Connecticut;USA;CT;Aedes albopictus;Culicidae;;13-08-2018;5.8;28.6;18.9
OZ201554;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;13-08-2018;5.8;28.6;18.9
OZ201591;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-08-2018;5.8;28.6;18.9
OZ201655;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-08-2018;5.8;28.6;18.9
OZ201663;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-08-2018;5.8;28.6;18.9
OZ201364;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201368;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201418;USA;USA:Connecticut;USA;CT;Coquillettidia perturbans;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201423;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201556;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201558;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201560;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201561;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201562;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201589;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201597;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201601;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201602;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201607;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201662;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201815;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201819;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201833;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201448;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2018;5.8;28.6;18.9
OZ201595;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2018;5.8;28.6;18.9
OZ201608;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2018;5.8;28.6;18.9
OZ201643;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2018;5.8;28.6;18.9
OZ201645;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2018;5.8;28.6;18.9
OZ201652;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2018;5.8;28.6;18.9
OZ201656;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;15-08-2018;5.8;28.6;18.9
MW160846;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens ;Culicidae;;16-08-2018;1.9;30.2;17.9
MW160847;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens ;Culicidae;;16-08-2018;1.9;30.2;17.9
OQ721122;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;16-08-2018;5.07;28.9;18.1
OQ721311;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;16-08-2018;4.51;29.3;19.8
OQ721347;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;16-08-2018;4.51;29.3;19.8
OQ721633;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;16-08-2018;4.51;29.3;19.8
OQ721740;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;16-08-2018;4.51;29.3;19.8
OZ201433;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201634;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201636;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201642;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201646;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201661;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201818;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201821;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201829;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201830;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201840;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201842;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201845;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;16-08-2018;5.8;28.6;18.9
OQ721825;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;20-08-2018;0.28;29.4;13.3
OZ201657;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;20-08-2018;5.8;28.6;18.9
OZ201658;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-08-2018;5.8;28.6;18.9
OZ201660;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-08-2018;5.8;28.6;18.9
OZ201839;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-08-2018;5.8;28.6;18.9
OZ201841;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;20-08-2018;5.8;28.6;18.9
OZ201843;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-08-2018;5.8;28.6;18.9
OZ201847;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-08-2018;5.8;28.6;18.9
