Accession;Organism_Name;GenBank_RefSeq;Assembly;Org_location;Release_Date;Isolate;Species;Length;Nuc_Completeness;Geo_Location;Country;USA;Host;Tissue_Specimen_Source;Collection_Date
OQ721242;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2013-09-02
OQ721243;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex pipiens;pooled insects;2017-07-17
OQ721244;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Yolo, California;USA;CA;Culex tarsalis;pooled insects;2006-07-21
OQ721245;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Lincoln, Washington;USA;WA;Phasianinae;tissue;2017-01-01
OQ721246;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Ramsey, Minnesota;USA;MN;;tissue;2005-07-28
OQ721247;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex tarsalis;pooled insects;2012-06-14
OQ721248;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: San Diego, California;USA;CA;Accipiter cooperii;tissue;2008-11-17
OQ721249;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Hennepin, Minnesota;USA;MN;;tissue;2005-08-01
OQ721250;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex pipiens;pooled insects;2015-08-10
OQ721251;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2016-08-08
OQ721252;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: DesMoines, Iowa;USA;IA;Culex restuans;pooled insects;2020-08-31
OQ721253;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex pipiens;pooled insects;2016-08-22
OQ721254;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Woodbury, Iowa;USA;IA;Culex restuans;pooled insects;2017-07-10
OQ721255;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Yolo, California;USA;CA;Culex tarsalis;pooled insects;2016-07-12
OQ721256;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex pipiens;pooled insects;2016-08-08
OQ721257;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Anoka, Minnesota;USA;MN;;tissue;2004-07-15
OQ721258;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Pope, Minnesota;USA;MN;Corvus;tissue;2002-08-07
OQ721259;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Belmont, Ohio;USA;OH;;tissue;2018-07-26
OQ721260;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex pipiens;pooled insects;2016-09-12
OQ721261;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Montgomery, Ohio;USA;OH;;tissue;2018-07-27
OQ721262;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex restuans;pooled insects;2017-07-17
OQ721263;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex pipiens;pooled insects;2020-08-18
OQ721264;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex erraticus;pooled insects;2020-08-28
OQ721265;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Aphelocoma californica;tissue;2010-09-12
OQ721266;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex tarsalis;pooled insects;2009-09-09
OQ721267;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Pottawattamie, Iowa;USA;IA;Culex restuans;pooled insects;2017-08-28
OQ721268;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2013-07-22
OQ721269;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Rockingham, New Hampshire;USA;NH;Culex salinarius;pooled insects;2018-09-04
OQ721270;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex restuans;pooled insects;2017-09-25
OQ721271;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex pipiens;pooled insects;2016-08-19
OQ721272;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex pipiens;pooled insects;2010-10-13
OQ721273;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex restuans;pooled insects;2020-08-24
OQ721274;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10241;partial;USA: San Bernardino, California;USA;CA;Corvus brachyrhynchos;tissue;2004-05-28
OQ721275;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;tissue;2015-05-11
OQ721276;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2013-07-29
OQ721277;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex tarsalis;pooled insects;2014-07-24
OQ721278;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Yolo, California;USA;CA;Culex tarsalis;pooled insects;2006-07-26
OQ721279;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Pierce, Washington;USA;WA;Culex tarsalis;pooled insects;2018-08-14
OQ721280;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: San Diego, California;USA;CA;Culex quinquefasciatus;pooled insects;2015-10-20
OQ721281;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: WBR, Louisiana;USA;LA;Culex quinquefasciatus;pooled insects;2018-08-30
OQ721282;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex tarsalis;pooled insects;2013-08-23
OQ721283;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Anoka, Minnesota;USA;MN;Corvus;tissue;2002-08-08
OQ721284;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Hillsborough, New Hampshire;USA;NH;Culex pipiens;pooled insects;2018-08-30
OQ721285;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex restuans;pooled insects;2017-09-11
OQ721286;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: nan, Virgin Islands;USA;VI;Phoenicopterus roseus;tissue;2013-01-01
OQ721287;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2013-09-02
OQ721288;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Redwood, Minnesota;USA;MN;Corvus;tissue;2002-08-08
OQ721289;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: St. Louis, Minnesota;USA;MN;;tissue;2002-08-07
OQ721290;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Benton, Oregon;USA;OR;;tissue;2010-01-01
OQ721291;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex tarsalis;pooled insects;2005-08-05
OQ721292;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Yolo, California;USA;CA;Culex tarsalis;pooled insects;2013-08-16
OQ721293;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Dakota, Minnesota;USA;MN;;tissue;2004-07-03
OQ721294;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Pottawattamie, Iowa;USA;IA;Culex restuans;pooled insects;2017-06-19
OQ721295;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Mimus polyglottos;tissue;2005-07-21
OQ721296;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;;tissue;2004-08-30
OQ721297;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Spokane, Washington;USA;WA;Corvus;tissue;2016-01-01
OQ721298;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;;tissue;2009-07-29
OQ721299;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Yolo, California;USA;CA;;tissue;2005-06-21
OQ721300;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: St. Louis, Minnesota;USA;MN;;tissue;2004-07-08
OQ721301;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Anoka, Minnesota;USA;MN;Corvus;tissue;2002-08-07
OQ721302;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Hennepin, Minnesota;USA;MN;Corvus;tissue;2002-08-07
OQ721303;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Stanislaus, California;USA;CA;Culex tarsalis;pooled insects;2017-07-06
OQ721304;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Caddo, Louisiana;USA;LA;Culex quinquefasciatus;pooled insects;2017-07-17
OQ721305;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Pennington, Minnesota;USA;MN;;tissue;2005-09-02
OQ721306;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Hillsborough, New Hampshire;USA;NH;Culex pipiens;pooled insects;2018-08-16
OQ721307;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Benton, Minnesota;USA;MN;Corvus;tissue;2002-08-07
OQ721308;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex pipiens;pooled insects;2010-10-05
OQ721309;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2015-08-03
OQ721310;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Mower, Minnesota;USA;MN;;tissue;2005-08-03
OQ721311;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Cook, Illinois;USA;IL;Culex restuans;pooled insects;2018-08-16
OQ721312;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;tissue;2011-09-06
OQ721313;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;tissue;2012-05-28
OQ721314;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Ouachita, Louisiana;USA;LA;Culex quinquefasciatus;pooled insects;2017-07-08
OQ721315;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex restuans;pooled insects;2020-09-21
OQ721316;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex tarsalis;pooled insects;2011-08-31
OQ721317;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex pipiens;pooled insects;2016-08-08
OQ721318;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;tissue;2015-09-10
OQ721319;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Kern, California;USA;CA;Euphagus cyanocephalus;tissue;2004-09-08
OQ721320;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Cook, Illinois;USA;IL;Culex restuans;pooled insects;2018-07-19
OQ721321;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Umatilla, Oregon;USA;OR;;tissue;2017-01-01
OQ721322;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex tarsalis;pooled insects;2011-08-18
OQ721323;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;;tissue;2014-09-11
OQ721324;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10246;partial;USA: Caddo, Louisiana;USA;LA;Culex quinquefasciatus;pooled insects;2018-07-25
OQ721325;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Kern, California;USA;CA;;tissue;2005-08-15
OQ721326;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Rockingham, New Hampshire;USA;NH;Culex salinarius;pooled insects;2018-08-28
OQ721327;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex pipiens;pooled insects;2016-08-15
OQ721328;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex pipiens;pooled insects;2013-07-22
OQ721329;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Black Hawk, Iowa;USA;IA;Culex restuans;pooled insects;2017-09-11
OQ721330;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Yolo, California;USA;CA;Culex tarsalis;pooled insects;2007-07-31
OQ721331;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Aphelocoma californica;tissue;2016-06-15
OQ721332;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2013-07-22
OQ721333;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Morrow, Oregon;USA;OR;;tissue;2018-01-01
OQ721334;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: St. Louis, Minnesota;USA;MN;;tissue;2005-08-09
OQ721335;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex tarsalis;pooled insects;2010-07-13
OQ721336;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2016-07-18
OQ721337;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Black Hawk, Iowa;USA;IA;Culex pipiens;pooled insects;2020-09-02
OQ721338;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2015-08-31
OQ721339;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: San Diego, California;USA;CA;Aphelocoma;tissue;2015-07-09
OQ721340;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Black Hawk, Iowa;USA;IA;Culex restuans;pooled insects;2017-08-28
OQ721341;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Story, Iowa;USA;IA;Culex salinarius;pooled insects;2017-07-03
OQ721342;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex pipiens;pooled insects;2015-09-14
OQ721343;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Black Hawk, Iowa;USA;IA;Culex restuans;pooled insects;2020-08-24
OQ721344;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Spokane, Washington;USA;WA;Culex pipiens;pooled insects;2018-08-25
OQ721345;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex tarsalis;pooled insects;2007-07-31
OQ721346;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;tissue;2009-12-09
OQ721347;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Cook, Illinois;USA;IL;Culex;pooled insects;2018-08-16
OQ721348;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex pipiens;pooled insects;2006-07-26
OQ721349;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Grant, Washington;USA;WA;;tissue;2015-01-01
OQ721350;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Fremont, Iowa;USA;IA;Culex pipiens;pooled insects;2016-08-08
OQ721351;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Pottawattamie, Iowa;USA;IA;Culex restuans;pooled insects;2016-07-26
OQ721352;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Allen, Louisiana;USA;LA;Culex quinquefasciatus;pooled insects;2017-06-20
OQ721353;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Olmsted, Minnesota;USA;MN;;tissue;2004-06-29
OQ721354;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2013-08-19
OQ721355;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;;tissue;2012-06-15
OQ721356;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex tarsalis;pooled insects;2013-08-26
OQ721357;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Big Stone, Minnesota;USA;MN;Corvus;tissue;2002-08-07
OQ721358;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Dakota, Minnesota;USA;MN;;tissue;2005-08-22
OQ721359;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Franklin, Ohio;USA;OH;;tissue;2018-07-17
OQ721360;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Polk, Iowa;USA;IA;Culex restuans;pooled insects;2017-09-04
OQ721361;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex pipiens;pooled insects;2016-06-14
OQ721362;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Pottawattamie, Iowa;USA;IA;Culex restuans;pooled insects;2017-08-21
OQ721363;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex pipiens;pooled insects;2011-09-23
OQ721364;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sherburne, Minnesota;USA;MN;;tissue;2004-07-13
OQ721365;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Larimer, Colorado;USA;CO;Culex pipiens;pooled insects;2015-06-29
OQ721366;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Solano, California;USA;CA;Culex pipiens;pooled insects;2005-09-07
OQ721367;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Woodbury, Iowa;USA;IA;Culex restuans;pooled insects;2016-07-14
OQ721368;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Black Hawk, Iowa;USA;IA;Culex restuans;pooled insects;2017-08-07
OQ721369;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Ascension, Louisiana;USA;LA;Culex quinquefasciatus;pooled insects;2018-08-28
OQ721370;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Calcasieu, Louisiana;USA;LA;Culex quinquefasciatus;pooled insects;2017-07-20
OQ721371;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;tissue;2008-09-12
OQ721372;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex pipiens;pooled insects;2008-08-13
OQ721373;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Pottawattamie, Iowa;USA;IA;Culex pipiens;pooled insects;2017-09-04
OQ721374;West Nile virus;GenBank;;USA;2023-08-02;;Orthoflavivirus nilense;10302;partial;USA: Sacramento, California;USA;CA;Culex pipiens;pooled insects;2017-08-22
